x,index,unique_id,minLat,maxLat,minLon,maxLon,Set,Treatment
1,0,1100100331,30.358882,30.37025,74.928426,74.941678,TRAINING,PES 1600/acre
2,1,1100100681,30.341386,30.354993,74.932531,74.946557,HOLDOUT,PES 1600/acre
